Gyro-X;Gyro-Z;AF3;Gyro-Y;T7;Acc-X;Pz;QualityData_1;QualityData_2;Acc-Z;Acc-Y;T8;Mag-X;AF4;Mag-Z;Mag-Y;Mag-X;Gyro-X 
4201.66666660;4202.30769224;4530.38461601;4238.33333334;3616.79487048;2166.53845716;229.99999153;-0.00000896;3384.23076743;4007.69230721;3975.51281996;4301.53846168;4595.89743667;4300.51282066;4169.74358961;4205.12820506
4201.15384609;4202.30769224;4699.23077021;4238.33333334;3647.43589619;2141.41025197;229.99999153;-0.00000896;3386.02563922;4005.38461490;3747.30769127;4301.15384630;4664.74359065;4301.02564117;4168.20512807;4205.12820506
4175.76923063;4201.92307686;4764.10256522;4239.35897436;3715.25640915;2138.07691863;229.99999153;-0.00000896;3413.33333160;4037.82051241;3679.87179369;4301.92307707;4534.48718012;4300.00000014;4169.74358961;4172.30769217
4174.61538448;4201.15384609;4865.51282184;4240.12820513;3747.69230665;2140.51281607;229.99999153;-0.00000896;3384.48717768;4037.43589702;3779.74358877;4300.38461553;4698.20512918;4301.41025655;4171.41025628;4172.30769217
4172.82051269;4201.15384609;4562.30769301;4238.46153847;3811.15384525;2169.35896999;229.99999153;-0.00000896;3354.48717761;4006.66666618;3841.66666584;4302.94871809;4468.84615434;4300.25641040;4169.74358961;4172.30769217
4172.43589730;4201.28205122;4761.41025753;4237.82051282;3679.99999882;2167.43589306;229.99999153;-0.00000896;3351.92307505;4009.10256362;3840.25640943;4299.87179501;4599.61538538;4300.38461553;4169.99999986;4172.30769217
4172.43589730;4201.79487173;4762.30769342;4235.76923077;3678.84615267;2136.66666222;229.99999153;-0.00000896;3351.02563915;4007.56410208;3779.23076826;4274.23076930;4468.97435946;4301.15384630;4169.61538448;4172.30769217
4173.20512807;4175.51282038;4862.69230902;4209.10256404;3650.51281927;2135.12820068;229.99999153;-0.00000896;3352.82051095;4040.12820472;3648.33333209;4301.53846168;4699.35897534;4301.02564117;4169.87179474;4172.30769217
4172.56410243;4175.38461525;4858.58974491;4234.10256411;3841.66666584;2133.84614940;229.99999153;-0.00000896;3351.53845967;4040.76923036;3912.30769162;4300.76923091;4660.64102655;4300.64102578;4170.12820499;4172.30769217
4174.23076910;4175.12820499;4633.33333417;4207.56410250;3611.66666535;2135.76922633;229.99999153;-0.00000896;3354.99999813;4011.66666618;3907.94871726;4299.87179501;4661.79487270;4300.76923091;4169.74358961;4172.30769217
4175.12820499;4173.33333320;4893.33333473;4207.82051275;3746.41025537;2134.87179043;229.99999153;-0.00000896;3380.64102384;4012.05128157;4004.99999952;4301.53846168;4666.79487270;4300.76923091;4170.25641012;4172.30769217
4175.25641012;4173.84615371;4798.58974477;4207.43589737;3546.15384470;2139.48717504;229.99999153;-0.00000896;3381.92307512;4012.17948670;3710.38461428;4302.17948732;4602.69230846;4300.25641040;4169.99999986;4172.30769217
4175.64102551;4174.23076910;4825.89743715;4207.30769224;3714.23076812;2138.84614940;229.99999153;-0.00000896;3383.84615204;4008.58974311;3711.92307582;4304.48717963;4760.51282163;4300.51282066;4171.41025628;4172.30769217
4175.64102551;4174.35897422;4989.61538622;4208.07692301;3844.23076840;2166.28204691;229.99999153;-0.00000896;3385.89743409;4005.89743541;3938.84615322;4299.74358989;4826.02564228;4300.00000014;4169.87179474;4172.30769217
4176.28205115;4175.25641012;4537.17948781;4207.94871788;3742.17948614;2135.12820068;229.99999153;-0.00000896;3414.35897263;3978.97435842;3909.99999931;4302.56410271;4503.97435953;4301.02564117;4170.38461525;4172.30769217
4175.38461525;4175.12820499;4564.61538531;4208.58974352;3746.92307588;2136.41025197;229.99999153;-0.00000896;3417.17948545;4007.69230721;3749.35897332;4302.05128219;4437.69230811;4300.51282066;4169.99999986;4172.30769217
4174.35897422;4174.74358961;4731.28205233;4234.61538462;3613.58974227;2169.10255973;229.99999153;-0.00000896;3414.74358801;3977.56410201;3944.35897374;4301.79487194;4535.51282114;4299.48717963;4143.46153826;4172.30769217
4174.48717935;4175.38461525;4628.84615468;4235.38461539;3683.07692190;2167.30768793;229.99999153;-0.00000896;3413.33333160;3978.07692252;3681.53846036;4301.15384630;4628.20512904;4300.51282066;4169.99999986;4172.30769217
4174.10256397;4201.02564096;4958.33333487;4235.00000000;3714.23076812;2140.12820068;229.99999153;-0.00000896;3416.15384442;4008.46153798;3777.94871698;4300.89743604;4832.69230895;4299.74358989;4169.99999986;4172.30769217
4173.20512807;4175.89743576;4629.10256494;4236.53846154;3749.48717845;2135.12820068;229.99999153;-0.00000896;3417.30769057;4006.41025593;3876.28205052;4301.02564117;4568.71794942;4301.15384630;4171.15384602;4172.30769217
4172.82051269;4175.76923063;4730.38461643;4235.12820513;3677.17948600;2139.48717504;229.99999153;-0.00000896;3417.05128032;4007.30769183;3945.38461476;4301.79487194;4602.82051359;4301.53846168;4169.23076910;4172.30769217
4173.46153833;4176.02564089;4799.23077042;4235.64102564;3613.33333202;2166.41025204;229.99999153;-0.00000896;3386.02563922;4009.48717900;3678.71794754;4302.17948732;4632.94871879;4301.53846168;4170.12820499;4172.30769217
4174.23076910;4201.02564096;4766.02564214;4236.02564103;3715.64102453;2166.15384178;229.99999153;-0.00000896;3386.53845974;4009.99999952;3777.82051185;4301.41025655;4698.58974457;4301.92307707;4170.38461525;4172.30769217
4175.12820499;4201.79487173;4865.25641158;4236.92307693;3648.84615260;2167.69230332;229.99999153;-0.00000896;3386.92307512;4005.38461490;3879.48717873;4303.71794886;4831.41025766;4299.48717963;4169.35897422;4172.30769217
4175.89743576;4201.79487173;4764.23077035;4237.56410257;3710.25640915;2168.97435460;229.99999153;-0.00000896;3386.02563922;4006.28205080;3978.20512765;4301.28205142;4665.64102655;4274.48717956;4169.99999986;4172.30769217
