Gyro-X;Gyro-Z;AF3;Gyro-Y;T7;Acc-X;Pz;QualityData_1;QualityData_2;Acc-Z;Acc-Y;T8;Mag-X;AF4;Mag-Z;Mag-Y;Mag-X;Gyro-X 
4237.56410257;4041.66666625;4207.94871788;4234.10256411;4372.17948746;2104.48717497;229.99999153;-0.00000896;3484.10256251;4302.05128219;4169.74358961;4302.56410271;4039.10256369;4273.46153853;4173.71794858;4237.94871795
4237.43589744;4039.10256369;4077.56410222;4234.87179488;4464.23076972;2102.17948267;-0.00000896;-0.00000896;3512.43589591;4270.76923084;4438.07692350;4303.33333348;4234.35897436;4273.46153853;4173.07692294;4237.94871795
4237.30769231;4038.84615343;4168.84615371;4235.25641026;4435.89743632;2102.17948267;-0.00000896;-0.00000896;3517.17948565;4267.17948725;4266.66666674;4302.82051296;4266.66666674;4270.12820520;4171.66666653;4237.94871795
4208.97435891;4011.41025593;4202.43589737;4238.71794872;4502.17948774;2075.51281593;229.99999153;-0.00000896;3547.05128060;4237.69230770;4370.51282079;4301.66666681;4136.79487159;4272.30769238;4171.79487166;4205.12820506
4205.76923070;4006.53846106;4333.84615406;4240.89743590;4010.64102516;2102.17948267;-0.00000896;-0.00000896;3544.87179342;4205.64102558;4336.41025662;4303.84615399;4365.76923105;4270.38461546;4172.05128192;4205.12820506
4206.53846147;4004.35897388;4105.64102537;4267.82051289;4469.74359023;2103.97435446;-0.00000896;-0.00000896;3515.64102412;4204.10256404;4075.12820478;4301.53846168;3946.02564040;4270.76923084;4174.48717935;4205.12820506
4204.23076917;3977.69230714;4143.20512800;4269.87179495;4368.97435926;2106.66666215;-0.00000896;-0.00000896;3515.76922924;4172.82051269;4237.94871795;4304.10256425;4306.92307707;4270.38461546;4171.79487166;4205.12820506
4205.64102558;3973.97435842;4370.12820541;4271.92307700;4533.58974422;2106.15384164;-0.00000896;-0.00000896;3516.15384463;4138.58974339;4073.20512786;4304.61538476;4267.05128212;4270.12820520;4169.61538448;4205.12820506
4206.28205122;3946.53846092;4465.76923126;4274.48717956;4599.48718026;2104.61538010;-0.00000896;-0.00000896;3517.05128053;4077.17948684;4206.28205122;4306.53846168;4437.56410298;4272.43589751;4170.25641012;4205.12820506
4208.46153840;3943.46153784;4467.56410305;4304.48717963;4503.07692364;2134.23076479;-0.00000896;-0.00000896;3514.61538309;4044.23076882;4042.82051241;4301.66666681;4337.43589765;4272.43589751;4170.38461525;4205.12820506
4236.28205129;3943.71794810;4563.07692378;4332.94871816;4502.05128261;2169.23076486;-0.00000896;-0.00000896;3481.15384456;4011.28205080;4173.20512807;4303.07692322;4629.61538545;4271.79487187;4169.74358961;4238.07692308
4240.38461539;3943.20512758;4695.64102662;4332.82051303;4761.92307804;2201.41025211;-0.00000896;-0.00000896;3420.38461365;3977.82051227;3876.02564027;4304.23076937;4667.82051373;4272.69230777;4169.48717935;4238.07692308
4268.58974366;3944.74358912;4667.94871886;4305.64102578;4502.56410312;2206.41025211;-0.00000896;-0.00000896;3387.82051102;3941.53846092;4208.97435891;4304.23076937;4731.66666771;4273.58974366;4168.84615371;4270.76923084
4273.46153853;3946.53846092;4398.07692343;4300.64102578;4727.05128310;2203.20512390;-0.00000896;-0.00000896;3387.17948538;3879.35897360;4239.74358975;4302.56410271;4339.61538483;4272.17948725;4142.30769210;4270.76923084
